user_id,region,latitude,longitude,urban_rural,age_group,gender,income_bracket,job_type,adoption_willingness,payment_preference,price_sensitivity,adoption_velocity_days,monthly_active_rate,weekly_active_rate,monthly_churn_rate,retention_30_day,retention_60_day,retention_90_day,referral_rate,purchase_frequency_monthly,avg_spend_per_transaction,willingness_to_pay,price_dropoff_50_percent,regional_gdp_per_capita,smartphone_penetration,tech_access_score,persona_profile,created_timestamp
b4e3b9f7,Ibadan,7.3991,3.9155,Urban,18-24,Male,Lower-Mid (50K-150K),Unemployed,4.61,Bank Transfer,5.0,1,0.193,0.127,0.151,0.849,0.672,0.524,0.369,0.11,2984,5364,5364,4200,0.7,100,Tech-Savvy Student,2025-01-17 10:21:46.629578
a4f90626,Uyo,5.081,7.8192,Urban,35-44,Female,Low (<50K),Private Employee,4.57,Mobile Money,4.97,2,0.423,0.296,0.108,0.892,0.707,0.498,0.365,0.52,512,700,704,5800,0.68,72,Early Adopter,2024-10-09 10:21:46.629776
d453b77d,Akure,7.2008,5.1927,Rural,35-44,Male,Mid (150K-300K),Professional,3.48,Cash,4.4,3,0.429,0.328,0.084,0.916,0.648,0.456,0.281,0.46,2848,2990,3349,4200,0.6,75,Price-Conscious Consumer,2024-09-04 10:21:46.630009
96611164,Uyo,5.0513,7.9594,Urban,25-34,Male,Lower-Mid (50K-150K),Private Employee,4.46,Cash,4.84,5,0.413,0.196,0.08,0.92,0.68,0.543,0.444,0.34,271,545,562,5800,0.68,100,Early Adopter,2025-05-22 10:21:46.630237
58ed7144,Calabar,4.9399,8.4051,Urban,45-54,Female,Mid (150K-300K),Business Owner,2.98,Mobile Money,3.65,6,0.192,0.114,0.089,0.911,0.807,0.502,0.244,1.52,1432,1407,1787,4600,0.65,90,Small Business Owner,2024-12-10 10:21:46.630443
ce359699,Port Harcourt,4.7526,7.0752,Urban,35-44,Female,Mid (150K-300K),Civil Servant,4.37,Mobile Money,3.04,1,0.244,0.186,0.063,0.937,0.728,0.519,0.398,3.9,4301,8252,11494,7200,0.75,90,Early Adopter,2024-10-22 10:21:46.630637
91d694b3,Bauchi,10.3063,9.9063,Urban,35-44,Female,Mid (150K-300K),Civil Servant,4.56,Card Payment,3.65,3,0.144,0.111,0.053,0.947,0.749,0.472,0.4,1.86,470,981,1245,2500,0.32,37,Early Adopter,2025-06-20 10:21:46.630834
761e9fbe,Abuja,9.0415,7.4585,Urban,25-34,Male,Lower-Mid (50K-150K),Professional,4.46,Bank Transfer,4.85,6,0.493,0.316,0.105,0.895,0.761,0.54,0.494,1.44,2271,3151,3244,12000,0.8,100,Urban Professional,2025-04-03 10:21:46.631109
2c3c96cf,Bauchi,10.2849,9.8328,Rural,35-44,Female,Upper-Mid (300K-500K),Business Owner,3.05,Mobile Money,2.49,6,0.339,0.264,0.07,0.93,0.687,0.491,0.231,0.69,3660,3140,4717,2500,0.32,48,Urban Professional,2025-02-10 10:21:46.631324
ebee3a88,Ilorin,8.4966,4.5985,Urban,35-44,Female,Upper-Mid (300K-500K),Civil Servant,3.07,Bank Transfer,4.4,20,0.336,0.233,0.056,0.944,0.67,0.496,0.264,0.8,9519,10052,11267,4000,0.58,83,Price-Conscious Consumer,2025-02-11 10:21:46.631541
4b1d24b1,Enugu,6.5408,7.5121,Urban,18-24,Female,Lower-Mid (50K-150K),Unemployed,2.96,Mobile Money,5.0,28,0.249,0.149,0.105,0.895,0.768,0.464,0.24,0.96,4933,4801,4801,5200,0.72,100,Tech-Savvy Student,2024-12-09 10:21:46.631741
81c93a85,Sokoto,12.9681,5.3252,Rural,18-24,Female,Low (<50K),Unemployed,3.72,Bank Transfer,4.07,4,0.355,0.245,0.159,0.841,0.687,0.54,0.338,0.49,1186,1048,1242,2800,0.35,54,Price-Conscious Consumer,2024-11-10 10:21:46.631951
437c55bd,Aba,5.0473,7.2946,Rural,25-34,Male,Mid (150K-300K),Professional,3.02,Bank Transfer,4.03,24,0.269,0.205,0.084,0.916,0.692,0.459,0.349,0.89,3627,5002,5974,3500,0.62,82,Price-Conscious Consumer,2025-05-11 10:21:46.632151
31462880,Jos,9.8769,8.831,Urban,35-44,Male,Mid (150K-300K),Business Owner,4.31,Mobile Money,3.08,1,0.424,0.292,0.066,0.934,0.671,0.446,0.337,0.5,2021,2431,3365,4800,0.65,75,Small Business Owner,2025-06-01 10:21:46.632360
57d8707f,Enugu,6.4272,7.5132,Urban,35-44,Female,Upper-Mid (300K-500K),Private Employee,4.11,Bank Transfer,3.27,8,0.303,0.192,0.071,0.929,0.777,0.521,0.345,6.74,5921,7906,10639,5200,0.72,100,Traditional User,2025-01-20 10:21:46.632587
bc4ee256,Maiduguri,11.854,13.1636,Urban,65+,Female,Lower-Mid (50K-150K),Professional,3.93,Card Payment,4.95,35,0.213,0.164,0.088,0.912,0.752,0.505,0.351,0.23,1173,1257,1268,2200,0.3,28,Urban Professional,2024-12-09 10:21:46.632779
66ecd800,Ilorin,8.5787,4.5949,Urban,55-64,Female,Low (<50K),Retiree,2.82,Cash,4.36,62,0.265,0.193,0.076,0.924,0.758,0.496,0.262,0.28,573,580,654,4000,0.58,53,Price-Conscious Consumer,2025-04-04 10:21:46.632990
e33ccde0,Kano,11.9807,8.664,Urban,25-34,Male,Low (<50K),Business Owner,5.0,Mobile Money,3.91,3,0.694,0.444,0.074,0.926,0.775,0.561,0.576,3.02,100,152,185,3800,0.55,89,Small Business Owner,2024-09-24 10:21:46.633194
5fafc90e,Sokoto,13.0313,5.2955,Rural,45-54,Female,Upper-Mid (300K-500K),Civil Servant,2.03,Cash,3.52,21,0.264,0.175,0.124,0.876,0.651,0.509,0.16,1.83,13071,9118,11820,2800,0.35,42,Urban Professional,2024-10-10 10:21:46.633431
d3fa1e5f,Maiduguri,11.819,13.1714,Urban,18-24,Female,Lower-Mid (50K-150K),Informal Trader,3.55,Cash,5.0,1,0.392,0.189,0.232,0.768,0.67,0.421,0.276,1.51,1959,1975,1975,2200,0.3,53,Price-Conscious Consumer,2024-11-23 10:21:46.633630
996def42,Maiduguri,11.8615,13.1052,Urban,25-34,Male,Upper-Mid (300K-500K),Private Employee,4.86,Cash,3.46,1,0.678,0.36,0.075,0.925,0.811,0.646,0.531,1.44,1505,2496,3266,2200,0.3,77,Early Adopter,2025-05-12 10:21:46.633824
f88ddab9,Enugu,6.4487,7.4756,Urban,55-64,Female,Lower-Mid (50K-150K),Business Owner,2.63,Cash,5.0,41,0.347,0.272,0.085,0.915,0.697,0.484,0.215,1.04,2345,2128,2128,5200,0.72,64,Small Business Owner,2025-05-18 10:21:46.634044
e3e96f66,Benin City,6.368,5.5763,Urban,18-24,Female,Low (<50K),Unemployed,3.92,Card Payment,5.0,10,0.245,0.136,0.2,0.8,0.603,0.378,0.317,0.47,1572,1328,1328,5500,0.68,78,Tech-Savvy Student,2024-09-27 10:21:46.634244
277c9cfc,Akure,7.2954,5.1882,Urban,18-24,Male,Lower-Mid (50K-150K),Student,2.16,Mobile Money,4.89,3,0.269,0.2,0.103,0.897,0.709,0.548,0.198,0.49,2035,1455,1487,4200,0.6,70,Price-Conscious Consumer,2025-02-27 10:21:46.634453
0fb439c4,Warri,5.5571,5.8458,Rural,35-44,Male,Lower-Mid (50K-150K),Civil Servant,2.75,Bank Transfer,5.0,9,0.243,0.106,0.093,0.907,0.773,0.55,0.246,1.43,473,600,600,6500,0.68,65,Price-Conscious Consumer,2025-04-10 10:21:46.634655
f21ed332,Aba,5.1329,7.3423,Urban,18-24,Male,Lower-Mid (50K-150K),Student,4.21,Card Payment,4.14,1,0.59,0.269,0.107,0.893,0.698,0.48,0.335,2.83,1398,2621,3074,3500,0.62,95,Tech-Savvy Student,2024-12-16 10:21:46.634848
9e124eb1,Kano,11.9842,8.617,Urban,45-54,Male,Mid (150K-300K),Business Owner,4.52,Mobile Money,3.45,5,0.495,0.392,0.063,0.937,0.769,0.461,0.358,0.28,2582,3391,4440,3800,0.55,80,Small Business Owner,2025-04-09 10:21:46.635123
d8810992,Bauchi,10.35,9.8387,Rural,25-34,Male,Low (<50K),Civil Servant,2.66,Cash,4.75,20,0.399,0.271,0.103,0.897,0.71,0.529,0.252,0.97,776,945,992,2500,0.32,59,Price-Conscious Consumer,2025-08-03 10:21:46.635365
4f5366c7,Sokoto,13.0738,5.3309,Urban,45-54,Male,Lower-Mid (50K-150K),Business Owner,1.0,Mobile Money,4.22,14,0.216,0.126,0.121,0.879,0.661,0.459,0.112,0.3,773,439,507,2800,0.35,52,Small Business Owner,2025-03-12 10:21:46.635570
9afdac88,Abuja,9.0682,7.4751,Urban,55-64,Female,Lower-Mid (50K-150K),Retiree,3.07,Cash,4.32,81,0.232,0.106,0.114,0.886,0.723,0.44,0.227,2.22,1460,1747,1984,12000,0.8,71,Price-Conscious Consumer,2024-11-29 10:21:46.635773
4a1ab331,Owerri,5.5251,6.9447,Rural,25-34,Male,Mid (150K-300K),Private Employee,3.84,Mobile Money,3.58,4,0.24,0.151,0.077,0.923,0.705,0.535,0.436,0.94,2814,2774,3562,4100,0.65,88,Informal Trader,2025-01-12 10:21:46.636015
d07592b8,Bauchi,10.4197,9.8339,Rural,35-44,Male,Mid (150K-300K),Civil Servant,3.72,Cash,3.5,13,0.446,0.261,0.081,0.919,0.645,0.444,0.316,1.72,4635,6199,8064,2500,0.32,43,Urban Professional,2025-01-23 10:21:46.636234
e769e495,Lagos,6.523,3.4572,Urban,18-24,Female,Lower-Mid (50K-150K),Informal Trader,4.45,Bank Transfer,4.45,6,0.474,0.336,0.072,0.928,0.75,0.503,0.405,0.57,1108,1753,1945,8500,0.85,100,Tech-Savvy Student,2025-01-29 10:21:46.636437
c4ee9ad8,Jos,9.8269,8.9219,Urban,25-34,Male,Upper-Mid (300K-500K),Private Employee,5.0,Cash,3.58,2,0.387,0.226,0.091,0.909,0.666,0.5,0.556,6.34,9272,19100,24538,4800,0.65,100,Early Adopter,2025-07-31 10:21:46.636631
f21c3c96,Benin City,6.3081,5.6473,Urban,35-44,Female,Mid (150K-300K),Business Owner,4.51,Mobile Money,3.22,5,0.398,0.191,0.057,0.943,0.703,0.429,0.406,0.85,1663,2075,2812,5500,0.68,83,Small Business Owner,2025-04-14 10:21:46.636823
92e8ed2e,Sokoto,13.0294,5.2717,Rural,25-34,Male,Lower-Mid (50K-150K),Business Owner,2.34,Cash,2.63,12,0.242,0.098,0.106,0.894,0.8,0.624,0.234,1.04,626,566,833,2800,0.35,59,Small Business Owner,2024-11-12 10:21:46.637035
20857e6d,Lagos,6.5664,3.412,Urban,25-34,Male,Upper-Mid (300K-500K),Civil Servant,3.33,Cash,3.46,7,0.379,0.21,0.102,0.898,0.77,0.589,0.385,5.71,10388,12154,15894,8500,0.85,100,Price-Conscious Consumer,2025-06-18 10:21:46.637248
8e106889,Port Harcourt,4.8298,7.0251,Rural,45-54,Male,Upper-Mid (300K-500K),Civil Servant,3.62,Mobile Money,3.61,11,0.175,0.107,0.085,0.915,0.643,0.454,0.288,3.17,13402,15176,19408,7200,0.75,92,Government Employee,2025-06-15 10:21:46.637487
daff0771,Ilorin,8.5064,4.56,Urban,18-24,Female,Lower-Mid (50K-150K),Unemployed,2.89,Cash,4.24,15,0.335,0.255,0.151,0.849,0.616,0.446,0.275,0.72,2622,2943,3391,4000,0.58,75,Tech-Savvy Student,2024-08-29 10:21:46.637681
43643fc2,Calabar,4.9263,8.2777,Urban,25-34,Male,Low (<50K),Civil Servant,4.11,Mobile Money,4.54,5,0.49,0.369,0.083,0.917,0.669,0.504,0.492,1.57,368,461,503,4600,0.65,74,Price-Conscious Consumer,2024-09-07 10:21:46.637873
4034cb26,Ibadan,7.4223,3.9329,Urban,55-64,Female,Low (<50K),Business Owner,3.52,Digital Wallet,5.0,2,0.315,0.244,0.137,0.863,0.723,0.438,0.306,0.41,589,569,569,4200,0.7,66,Small Business Owner,2025-07-10 10:21:46.638087
57d811ec,Benin City,6.3009,5.656,Urban,18-24,Male,Lower-Mid (50K-150K),Student,4.78,Bank Transfer,5.0,14,0.351,0.154,0.053,0.947,0.836,0.612,0.39,2.32,688,1115,1115,5500,0.68,91,Tech-Savvy Student,2025-05-14 10:21:46.638280
9ca80bbe,Ibadan,7.3123,3.9565,Urban,45-54,Male,High (500K+),Business Owner,4.04,Bank Transfer,2.42,1,0.643,0.433,0.069,0.931,0.827,0.647,0.333,3.04,18414,22603,34251,4200,0.7,95,Urban Professional,2025-03-01 10:21:46.638482
c0a55f5d,Aba,5.1608,7.4309,Urban,25-34,Male,Lower-Mid (50K-150K),Private Employee,4.72,Bank Transfer,4.75,1,0.179,0.084,0.089,0.911,0.74,0.577,0.511,1.85,1507,2771,2911,3500,0.62,86,Early Adopter,2025-06-07 10:21:46.638675
886f1109,Uyo,5.0314,7.8981,Urban,55-64,Male,Low (<50K),Business Owner,4.21,Mobile Money,3.95,6,0.175,0.11,0.061,0.939,0.681,0.448,0.339,0.61,818,1715,2073,5800,0.68,69,Small Business Owner,2025-05-16 10:21:46.638877
3aaaf5f5,Ibadan,7.4088,3.9126,Urban,25-34,Male,High (500K+),Business Owner,4.66,Mobile Money,2.93,1,0.369,0.257,0.058,0.942,0.743,0.549,0.507,2.54,2089,3971,5616,4200,0.7,100,Urban Professional,2025-01-14 10:21:46.639094
0726fc1a,Warri,5.4669,5.7516,Urban,55-64,Male,Lower-Mid (50K-150K),Retiree,3.87,Mobile Money,4.72,3,0.388,0.189,0.129,0.871,0.736,0.557,0.303,0.95,502,604,638,6500,0.68,49,Price-Conscious Consumer,2025-02-25 10:21:46.639294
5f0e92ab,Jos,9.8121,8.891,Urban,45-54,Female,Mid (150K-300K),Business Owner,3.39,Bank Transfer,3.75,2,0.139,0.07,0.071,0.929,0.773,0.555,0.292,2.16,1215,983,1229,4800,0.65,58,Small Business Owner,2024-08-29 10:21:46.639508
4507bbcb,Ilorin,8.4443,4.6182,Urban,25-34,Female,Lower-Mid (50K-150K),Private Employee,4.02,Cash,4.59,8,0.493,0.343,0.055,0.945,0.805,0.492,0.445,1.16,880,1250,1352,4000,0.58,95,Price-Conscious Consumer,2024-11-17 10:21:46.639703
a2ff4e88,Kaduna,10.4742,7.3202,Rural,35-44,Male,Mid (150K-300K),Business Owner,3.77,Cash,4.56,8,0.537,0.325,0.087,0.913,0.761,0.541,0.341,0.27,1950,2308,2511,4100,0.6,52,Small Business Owner,2025-05-29 10:21:46.639899
b8e5b1c8,Akure,7.2899,5.1874,Rural,25-34,Female,Upper-Mid (300K-500K),Business Owner,4.22,Cash,3.17,2,0.395,0.287,0.055,0.945,0.823,0.564,0.461,3.09,1238,1716,2344,4200,0.6,92,Urban Professional,2025-07-17 10:21:46.640117
49af2fbd,Kano,11.9847,8.5956,Urban,18-24,Male,Low (<50K),Student,4.69,Mobile Money,4.1,5,0.19,0.115,0.097,0.903,0.813,0.566,0.39,1.5,231,378,445,3800,0.55,57,Early Adopter,2025-08-01 10:21:46.640321
cad8f928,Maiduguri,11.9388,13.1961,Urban,25-34,Female,Mid (150K-300K),Private Employee,5.0,Digital Wallet,3.73,22,0.545,0.38,0.079,0.921,0.781,0.488,0.542,1.53,1544,2062,2586,2200,0.3,63,Early Adopter,2025-05-08 10:21:46.640527
d21d2ad9,Kaduna,10.602,7.396,Rural,35-44,Male,Low (<50K),Civil Servant,3.19,Cash,4.33,20,0.168,0.088,0.158,0.842,0.644,0.392,0.29,1.06,837,1094,1241,4100,0.6,52,Price-Conscious Consumer,2025-05-09 10:21:46.640719
9c876056,Ibadan,7.3446,3.9365,Urban,25-34,Male,Lower-Mid (50K-150K),Private Employee,2.85,Cash,4.73,2,0.508,0.324,0.173,0.827,0.707,0.538,0.298,0.1,1304,1727,1818,4200,0.7,94,Price-Conscious Consumer,2025-04-11 10:21:46.640926
c9fab45f,Onitsha,6.0426,6.7452,Urban,18-24,Female,Low (<50K),Student,4.49,Mobile Money,5.0,3,0.612,0.382,0.063,0.937,0.675,0.495,0.406,1.21,344,584,584,4800,0.7,93,Tech-Savvy Student,2025-03-28 10:21:46.641136
339329b7,Bauchi,10.307,9.8879,Rural,35-44,Male,Lower-Mid (50K-150K),Professional,4.31,Cash,5.0,6,0.43,0.18,0.109,0.891,0.624,0.458,0.341,1.2,487,959,959,2500,0.32,38,Early Adopter,2025-06-11 10:21:46.641331
75cf6d9d,Benin City,6.3785,5.52,Urban,25-34,Female,Lower-Mid (50K-150K),Civil Servant,3.22,Bank Transfer,5.0,1,0.448,0.18,0.131,0.869,0.705,0.537,0.315,2.69,1017,1100,1100,5500,0.68,99,Price-Conscious Consumer,2025-05-29 10:21:46.641534
e124956e,Port Harcourt,4.8095,7.0395,Urban,18-24,Female,Low (<50K),Informal Trader,3.4,Card Payment,4.42,13,0.428,0.258,0.125,0.875,0.711,0.527,0.261,0.5,861,1182,1319,7200,0.75,100,Tech-Savvy Student,2025-01-04 10:21:46.641732
3d03adf5,Port Harcourt,4.7922,7.0259,Urban,25-34,Male,Lower-Mid (50K-150K),Civil Servant,2.99,Cash,5.0,1,0.165,0.101,0.075,0.925,0.676,0.485,0.361,1.86,1359,1633,1633,7200,0.75,98,Price-Conscious Consumer,2025-03-30 10:21:46.641941
c9ee9f24,Calabar,4.9862,8.3142,Urban,18-24,Female,Low (<50K),Informal Trader,4.3,Bank Transfer,4.76,6,0.516,0.23,0.111,0.889,0.749,0.499,0.376,0.31,1104,1375,1439,4600,0.65,81,Tech-Savvy Student,2024-09-12 10:21:46.642137
7301a805,Enugu,6.4653,7.5045,Urban,18-24,Male,Low (<50K),Student,2.7,Digital Wallet,4.87,2,0.403,0.261,0.145,0.855,0.643,0.447,0.246,0.61,350,422,433,5200,0.72,100,Tech-Savvy Student,2024-11-04 10:21:46.642334
7094edac,Abuja,9.041,7.4247,Urban,35-44,Female,High (500K+),Civil Servant,2.9,Card Payment,2.64,9,0.519,0.385,0.132,0.868,0.668,0.507,0.246,5.99,21737,21873,32186,12000,0.8,75,Government Employee,2025-07-29 10:21:46.642572
0f3f75a4,Warri,5.5629,5.7502,Urban,25-34,Male,Mid (150K-300K),Private Employee,4.67,Card Payment,4.12,1,0.265,0.179,0.069,0.931,0.685,0.428,0.463,1.04,2849,5973,7028,6500,0.68,86,Early Adopter,2025-06-29 10:21:46.642764
3e6d3a80,Benin City,6.3652,5.6516,Urban,45-54,Male,Lower-Mid (50K-150K),Professional,1.95,Cash,5.0,18,0.244,0.15,0.112,0.888,0.737,0.577,0.179,1.38,1608,981,981,5500,0.68,78,Urban Professional,2025-06-05 10:21:46.643041
2c983987,Uyo,5.0836,7.8756,Urban,25-34,Female,Mid (150K-300K),Private Employee,5.0,Bank Transfer,3.1,5,0.483,0.349,0.063,0.937,0.841,0.562,0.553,0.29,1989,3761,5191,5800,0.68,100,Early Adopter,2025-07-04 10:21:46.643402
51f26afc,Owerri,5.4904,7.0562,Rural,18-24,Female,Low (<50K),Student,3.96,Bank Transfer,5.0,40,0.198,0.086,0.1,0.9,0.802,0.62,0.338,0.53,203,243,243,4100,0.65,70,Price-Conscious Consumer,2025-03-10 10:21:46.643641
b5905329,Akure,7.2582,5.2182,Urban,55-64,Female,Mid (150K-300K),Retiree,3.64,Mobile Money,4.24,48,0.138,0.093,0.096,0.904,0.786,0.544,0.3,3.05,1272,1399,1612,4200,0.6,40,Price-Conscious Consumer,2025-07-20 10:21:46.643852
2fc42406,Ibadan,7.4604,3.869,Urban,35-44,Female,Lower-Mid (50K-150K),Business Owner,4.48,Mobile Money,3.88,2,0.514,0.358,0.082,0.918,0.662,0.513,0.341,4.42,1406,1848,2262,4200,0.7,90,Small Business Owner,2024-09-10 10:21:46.644082
a185b257,Aba,5.1597,7.3117,Urban,18-24,Female,Mid (150K-300K),Unemployed,3.91,Card Payment,4.24,6,0.507,0.33,0.103,0.897,0.74,0.506,0.31,0.8,3403,3397,3916,3500,0.62,86,Tech-Savvy Student,2025-07-16 10:21:46.644281
0fb02ee2,Sokoto,13.0846,5.2897,Urban,18-24,Female,Low (<50K),Student,3.56,Bank Transfer,5.0,5,0.386,0.178,0.131,0.869,0.779,0.471,0.31,1.2,434,467,467,2800,0.35,69,Price-Conscious Consumer,2025-02-14 10:21:46.644494
0affae5a,Ibadan,7.3541,3.8989,Urban,25-34,Male,Lower-Mid (50K-150K),Business Owner,3.09,Mobile Money,5.0,3,0.4,0.198,0.184,0.816,0.645,0.395,0.344,1.37,264,293,293,4200,0.7,90,Small Business Owner,2024-09-06 10:21:46.644720
7955ae86,Kaduna,10.6199,7.4517,Rural,35-44,Male,Upper-Mid (300K-500K),Business Owner,3.53,Cash,3.3,10,0.274,0.144,0.103,0.897,0.753,0.554,0.267,3.22,1003,1260,1687,4100,0.6,61,Urban Professional,2025-08-14 10:21:46.644946
621d3811,Maiduguri,11.8658,13.1054,Urban,18-24,Female,Low (<50K),Student,2.65,Mobile Money,5.0,13,0.478,0.379,0.111,0.889,0.677,0.441,0.259,0.25,352,489,489,2200,0.3,52,Price-Conscious Consumer,2025-06-28 10:21:46.645155
fc82529e,Port Harcourt,4.852,7.0576,Urban,35-44,Female,Lower-Mid (50K-150K),Business Owner,3.55,Mobile Money,3.85,1,0.271,0.158,0.068,0.932,0.708,0.558,0.283,2.51,906,1071,1316,7200,0.75,80,Small Business Owner,2024-09-17 10:21:46.645363
ba25a4a2,Calabar,4.9137,8.3558,Urban,45-54,Male,High (500K+),Civil Servant,3.39,Digital Wallet,1.77,2,0.268,0.201,0.066,0.934,0.808,0.598,0.253,2.98,19275,26482,43605,4600,0.65,78,Rural Entrepreneur,2025-02-06 10:21:46.645585
6d0e0040,Kaduna,10.5535,7.4472,Urban,65+,Female,Low (<50K),Retiree,1.79,Card Payment,3.4,52,0.261,0.195,0.182,0.818,0.576,0.352,0.185,0.55,568,395,521,4100,0.6,32,Digital Native,2025-07-29 10:21:46.645804
abe4ae52,Owerri,5.5844,7.0869,Rural,35-44,Male,Mid (150K-300K),Professional,3.16,Mobile Money,2.35,16,0.263,0.147,0.086,0.914,0.757,0.557,0.299,0.47,2976,2996,4584,4100,0.65,59,Urban Professional,2025-07-28 10:21:46.646052
51feca73,Port Harcourt,4.7382,7.0807,Urban,18-24,Male,Low (<50K),Informal Trader,4.4,Bank Transfer,5.0,1,0.254,0.144,0.069,0.931,0.732,0.516,0.356,0.83,946,1279,1279,7200,0.75,100,Tech-Savvy Student,2025-08-05 10:21:46.646245
50be4685,Bauchi,10.3015,9.8839,Rural,25-34,Female,Low (<50K),Private Employee,4.08,Cash,5.0,6,0.318,0.171,0.119,0.881,0.765,0.526,0.445,1.84,220,344,344,2500,0.32,39,Price-Conscious Consumer,2024-11-19 10:21:46.646457
aea00d49,Kano,12.107,8.5932,Urban,25-34,Male,Upper-Mid (300K-500K),Business Owner,3.43,Card Payment,4.44,19,0.374,0.175,0.1,0.9,0.644,0.423,0.415,0.12,4484,4739,5270,3800,0.55,100,Urban Professional,2024-09-22 10:21:46.646661
24cc0b57,Kaduna,10.5131,7.4068,Urban,25-34,Male,High (500K+),Private Employee,2.57,Digital Wallet,1.42,4,0.238,0.186,0.074,0.926,0.806,0.485,0.294,2.26,4497,4452,7639,4100,0.6,100,Small Business Owner,2024-09-25 10:21:46.646950
45836922,Sokoto,13.0496,5.2202,Rural,18-24,Female,Lower-Mid (50K-150K),Student,3.6,Cash,5.0,1,0.325,0.25,0.246,0.754,0.551,0.388,0.301,2.39,757,812,812,2800,0.35,57,Price-Conscious Consumer,2025-02-24 10:21:46.647159
901e6227,Warri,5.5154,5.7348,Urban,45-54,Female,Lower-Mid (50K-150K),Business Owner,3.4,Mobile Money,4.3,52,0.379,0.183,0.099,0.901,0.644,0.508,0.295,1.64,1320,1245,1418,6500,0.68,69,Small Business Owner,2025-01-07 10:21:46.647489
95bd2abe,Benin City,6.3827,5.5675,Urban,18-24,Male,Low (<50K),Student,3.66,Cash,4.74,1,0.259,0.112,0.125,0.875,0.771,0.531,0.285,0.68,1261,1263,1328,5500,0.68,79,Tech-Savvy Student,2024-09-04 10:21:46.647734
fdbe899a,Lagos,6.5875,3.3778,Urban,25-34,Female,High (500K+),Civil Servant,4.64,Cash,2.48,12,0.458,0.337,0.079,0.921,0.769,0.571,0.534,2.79,14524,23109,34741,8500,0.85,100,Early Adopter,2025-01-15 10:21:46.647949
0bf2a9e9,Calabar,4.9917,8.3781,Urban,18-24,Female,Lower-Mid (50K-150K),Student,3.21,Card Payment,5.0,91,0.345,0.24,0.113,0.887,0.785,0.54,0.245,3.38,413,532,532,4600,0.65,70,Price-Conscious Consumer,2024-10-14 10:21:46.648164
1a442ee8,Bauchi,10.3343,9.9459,Rural,35-44,Female,High (500K+),Private Employee,4.67,Cash,2.71,18,0.749,0.425,0.056,0.944,0.736,0.569,0.353,2.53,3665,5879,8567,2500,0.32,55,Early Adopter,2025-03-04 10:21:46.648375
1e2b3db2,Abuja,9.0541,7.4492,Urban,55-64,Male,Upper-Mid (300K-500K),Retiree,3.19,Bank Transfer,3.05,2,0.32,0.142,0.065,0.935,0.719,0.47,0.275,5.24,2199,2893,4020,12000,0.8,84,Tech-Savvy Student,2025-02-17 10:21:46.648618
42e097eb,Akure,7.2296,5.2148,Urban,25-34,Female,Low (<50K),Civil Servant,3.34,Mobile Money,5.0,31,0.353,0.172,0.07,0.93,0.83,0.54,0.358,2.48,100,132,132,4200,0.6,70,Price-Conscious Consumer,2025-04-13 10:21:46.648816
7aa665e7,Maiduguri,11.8342,13.1896,Rural,45-54,Male,Mid (150K-300K),Business Owner,3.49,Mobile Money,2.68,17,0.392,0.202,0.094,0.906,0.707,0.491,0.303,2.63,5324,4592,6720,2200,0.3,30,Small Business Owner,2025-02-03 10:21:46.649029
7bcf4dd9,Bauchi,10.1779,9.8558,Rural,35-44,Male,Mid (150K-300K),Professional,2.79,Cash,2.38,1,0.195,0.098,0.07,0.93,0.743,0.47,0.207,2.04,5224,5409,8246,2500,0.32,30,Early Adopter,2024-11-09 10:21:46.649245
c1949499,Calabar,5.0096,8.3307,Urban,25-34,Female,Low (<50K),Business Owner,5.0,Cash,3.48,9,0.831,0.627,0.055,0.945,0.792,0.512,0.507,4.49,114,200,260,4600,0.65,81,Small Business Owner,2025-03-20 10:21:46.649454
3be939ca,Bauchi,10.3746,9.8558,Urban,55-64,Female,Lower-Mid (50K-150K),Retiree,1.59,Card Payment,3.22,1,0.219,0.101,0.115,0.885,0.704,0.543,0.153,2.76,1878,1647,2232,2500,0.32,25,Rural Entrepreneur,2024-09-10 10:21:46.649671
1b0185b7,Maiduguri,11.8956,13.1506,Rural,25-34,Male,High (500K+),Professional,4.23,Bank Transfer,2.53,1,0.362,0.234,0.076,0.924,0.802,0.509,0.456,6.86,11589,24173,36122,2200,0.3,63,Early Adopter,2025-08-17 10:21:46.649862
102caf5d,Calabar,4.9441,8.4923,Urban,45-54,Male,Mid (150K-300K),Business Owner,4.62,Bank Transfer,3.01,13,0.576,0.275,0.07,0.93,0.814,0.556,0.359,0.53,4138,6865,9595,4600,0.65,83,Small Business Owner,2025-02-28 10:21:46.650074
1ca4453c,Benin City,6.406,5.6373,Urban,35-44,Female,Mid (150K-300K),Civil Servant,2.88,Mobile Money,3.11,24,0.268,0.113,0.092,0.908,0.766,0.522,0.222,1.03,5518,4603,6341,5500,0.68,77,Government Employee,2024-11-03 10:21:46.650293
15a9f56c,Ibadan,7.4614,3.952,Urban,18-24,Male,Lower-Mid (50K-150K),Unemployed,2.99,Bank Transfer,4.93,10,0.359,0.272,0.088,0.912,0.815,0.641,0.269,0.4,735,782,792,4200,0.7,100,Tech-Savvy Student,2025-06-21 10:21:46.650500
